alias_id,variant_id,old_variant_id,historical_product_title,historical_variant_title,historical_sku,match_method,is_current_id,source,notes
956,42913403109451,41318377914443,Ten High Bourbon,1.75L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
957,41157213290571,41157213290571,Ten High Bourbon,375ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
958,41157213421643,41157213421643,The Prisoner Chardonnay,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
959,41157213454411,41157213454411,The Prisoner Red Blend,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
960,41157213487179,41157213487179,The Prisoner Cabernet Sauvignon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
961,41157213519947,41157213519947,The Prisoner No. 39007 Paso Robles Red,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
962,42913402880075,41157213552715,Tito's Handmade Vodka,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
963,42913402912843,41318377750603,Tito's Handmade Vodka,1L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
964,42913402814539,41157213651019,Tito's Handmade Vodka,200ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
965,42913402814539,41318377783371,Tito's Handmade Vodka,200ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
966,42913402880075,42913402880075,Tito's Handmade Vodka,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
967,42913402912843,41157213618251,Tito's Handmade Vodka,1L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
968,42913402912843,42913402912843,Tito's Handmade Vodka,1L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
969,42913402847307,41157213683787,Tito's Handmade Vodka,375ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
970,41318377848907,41157213716555,Tito's Handmade Vodka,50ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
971,42913402945611,42913402945611,Tito's Handmade Vodka,1.75L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
972,41318377848907,41318377848907,Tito's Handmade Vodka,50ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
973,42913402847307,42913402847307,Tito's Handmade Vodka,375ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
974,42913402847307,41318377816139,Tito's Handmade Vodka,375ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
975,42913402814539,42913402814539,Tito's Handmade Vodka,200ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
976,42913402945611,41157213585483,Tito's Handmade Vodka,1.75L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
977,42913402945611,41318377717835,Tito's Handmade Vodka,1.75L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
978,41157213749323,41157213749323,Toki Japanese Whiskey,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
979,41157213782091,41157213782091,Truly Strawberry Lemonade Vodka,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
980,41157213814859,41157213814859,Truly Wild Berry Vodka,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
981,41157213847627,41157213847627,Unshackled Cabernet Sauvignon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
982,41157213880395,41157213880395,Unshackled Red,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
983,41157213913163,41157213913163,WhistlePig PiggyBack Bourbon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
984,41157214077003,41157214077003,WhistlePig PiggyBack Rye,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
985,41157214109771,41157214109771,WhistlePig Rye 10 Year Old,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
986,42913402585163,41191209828427,Wild Turkey American Honey Liqueur,1.75L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
987,42913402585163,41318377324619,Wild Turkey American Honey Liqueur,1.75L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
988,41157214142539,41157214142539,Wild Turkey American Honey Liqueur,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
989,41157214208075,41157214208075,Wild Turkey Bourbon 81,1L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
990,42913402519627,41157214240843,Wild Turkey Bourbon 81,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
991,42913402519627,41318377259083,Wild Turkey Bourbon 81,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
992,42913402355787,41318377160779,Wild Turkey Straight Bourbon 101,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
993,42913402388555,41157214306379,Wild Turkey Kentucky Straight Bourbon 101,1L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
994,42913402388555,41318377128011,Wild Turkey Kentucky Straight Bourbon 101,1L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
995,42913402388555,41318377128011,Wild Turkey Straight Bourbon 101,1L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
996,42913402355787,41157214339147,Wild Turkey Kentucky Straight Bourbon 101,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
997,42913402323019,41318377226315,Wild Turkey Kentucky Straight Bourbon 101,375ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
998,42913402323019,41318377226315,Wild Turkey Straight Bourbon 101,375ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
999,41318377193547,41318377193547,Wild Turkey Kentucky Straight Bourbon 101,50ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1000,42913402421323,41157214273611,Wild Turkey Straight Bourbon 101,1.75L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1001,42913402421323,41157214273611,Wild Turkey Kentucky Straight Bourbon 101,1.75L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1002,42913402355787,41318377160779,Wild Turkey Kentucky Straight Bourbon 101,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1003,41318377193547,41318377193547,Wild Turkey Straight Bourbon 101,50ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1004,41157214437451,41157214437451,Wild Turkey Kentucky Straight Rye 101 Proof,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1005,41157214470219,41157214470219,Wild Turkey Longbranch,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1006,41318377062475,41157214568523,Woodbridge Cabernet Sauvignon,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1007,42913402191947,41157214502987,Woodbridge Cabernet Sauvignon,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1008,42913402159179,41157214535755,Woodbridge Cabernet Sauvignon,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1009,42913402159179,41318377029707,Woodbridge Cabernet Sauvignon,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1010,42913402191947,42913402191947,Woodbridge Cabernet Sauvignon,1.5L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1011,41318377062475,41318377062475,Woodbridge Cabernet Sauvignon,500ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1012,42913402093643,41318376996939,Woodbridge Chardonnay,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1013,42913402060875,41318376964171,Woodbridge Chardonnay,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1014,42913402093643,41157214666827,Woodbridge Chardonnay,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1015,41157214601291,41157214601291,Woodbridge Chardonnay,1.5L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1016,42913402060875,41157214634059,Woodbridge Chardonnay,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1017,41157214699595,41157214699595,Woodbridge Merlot,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1018,42913401995339,41318376833099,Woodbridge Pinot Grigio,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1019,42913401962571,42913401962571,Woodbridge Pinot Grigio,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1020,42913401995339,41157214797899,Woodbridge Pinot Grigio,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1021,42913401962571,41157214765131,Woodbridge Pinot Grigio,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1022,41157214732363,41157214732363,Woodbridge Pinot Grigio,1.5L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1023,42913401962571,41318376800331,Woodbridge Pinot Grigio,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1024,41157214863435,41157214863435,Woodbridge Pinot Noir,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1025,42913401831499,41318376767563,Woodbridge Sauvignon Blanc,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1026,42913401831499,41157214928971,Woodbridge Sauvignon Blanc,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1027,41157214896203,41157214896203,Woodbridge Sauvignon Blanc,1.5L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1028,41157214961739,41157214961739,Yellow Tail Big Bold Red,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1029,42913401798731,41318376734795,Yellow Tail Big Bold Red,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1030,41157215027275,41157215027275,Yellow Tail Cabernet Sauvignon,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1031,42913401733195,41318376702027,Yellow Tail Cabernet Sauvignon,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1032,41157215092811,41157215092811,Yellow Tail Merlot,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1033,42913401667659,41157215125579,Yellow Tail Merlot,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1034,42913401667659,41318376636491,Yellow Tail Merlot,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1035,41318376603723,41157215191115,Yellow Tail Moscato,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1036,41318376603723,41318376603723,Yellow Tail Moscato,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1037,42913401536587,41318376570955,Yellow Tail Pinot Grigio,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1038,41157215223883,41157215223883,Yellow Tail Pinot Grigio,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1039,42913401536587,41157215256651,Yellow Tail Pinot Grigio,1.5L,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1040,41157215289419,41157215289419,Yellow Tail Pinot Noir,1.5L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1041,42913401471051,41157215322187,Yellow Tail Pinot Noir,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1042,42913401471051,41318376538187,Yellow Tail Pinot Noir,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1043,42913401372747,41157215453259,Yellow Tail Sauvignon Blanc,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1044,41157215420491,41157215420491,Yellow Tail Sauvignon Blanc,1.5L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1045,42913401372747,41318376439883,Yellow Tail Sauvignon Blanc,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1046,42913401339979,41318376374347,Yellow Tail Shiraz,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1047,41157215584331,41157215584331,Yellow Tail Shiraz,1.5L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1048,42913401339979,41157215617099,Yellow Tail Shiraz,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1049,41157215649867,41157215649867,Yellow Tail Super Crisp Chardonnay,1.5L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1050,42913401208907,41157215682635,Yellow Tail Super Crisp Chardonnay,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1051,41157215649867,41157215649867,Yellow Tail Chardonnay,1.5L,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1052,42913401208907,41318376341579,Yellow Tail Super Crisp Chardonnay,750ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1053,42913401208907,42913401208907,Yellow Tail Chardonnay,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1054,41157273223243,41157273223243,Alamos Malbec,750ML,2364842,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1055,41157273256011,41157273256011,Alamos Malbec Seleccion,750ML,9007638,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1056,41157273288779,41157273288779,Allegrini Palazzo della Torre Veronese IGT,750ML,9101815,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1057,41157273321547,41157273321547,Amaro Montenegro,750ML,9166583,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1058,41157273354315,41157273354315,Andre California Brut,750ML,1235647,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1059,41157273387083,41157273387083,Andre California Extra Dry,750ML,1235043,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1060,41157273419851,41157273419851,Andre Spumante,750ML,1236140,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1061,41157273452619,41157273452619,Apothic Cabernet Sauvignon California,750ML,3004870,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1062,41157273485387,41157273485387,Apothic California Chardonnay,750ML,3013297,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1063,41157273518155,41157273518155,Apothic Crush Smooth Red Blend California,750ML,9185713,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1064,41157273550923,41157273550923,Apothic Dark,750ML,9167975,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1065,41157273583691,41157273583691,Apothic Merlot,750ML,3006856,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1066,41157273616459,41157273616459,Apothic Red,750ML,9093648,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1067,41157273649227,41157273649227,Apothic White,750ML,9145264,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1068,41318375817291,41157273714763,Arbor Mist Blackberry Merlot,750ML,9044470,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1069,41318375817291,41318375817291,Arbor Mist Blackberry Merlot,750ML,9044470,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1070,41157273747531,41157273747531,Arbor Mist Exotic Fruit White Zinfandel,1.5L,9044350,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1071,42913400520779,41318375784523,Arbor Mist Mango Strawberry Moscato,1.5L,3004069,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1072,42913400520779,41157273813067,Arbor Mist Mango Strawberry Moscato,1.5L,3004069,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1073,41157273780299,41157273780299,Arbor Mist Mango Strawberry Moscato,750ML,3004076,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1074,41157273845835,41157273845835,Arbor Mist Peach Moscato,1.5L,3004071,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1075,42913400193099,41157273878603,Arbor Mist Peach Moscato,750ML,3004077,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1076,42913400193099,41318375751755,Arbor Mist Peach Moscato,750ML,3004077,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1077,41157273911371,41157273911371,Arbor Mist Pineapple Strawberry Pink Moscato,1.5L,3004073,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1078,41157273976907,41157273976907,Arbor Mist Strawberry White Zinfandel,1.5L,9044372,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1079,41157274107979,41157274107979,Barefoot Bright & Breezy Rose,750ML,3009335,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1080,42913400062027,41318375718987,Barefoot Cabernet Sauvignon,187ML,9257463,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1081,42913400029259,41157274173515,Barefoot Cabernet Sauvignon,750ML,2112241,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1082,42913400062027,41157274206283,Barefoot Cabernet Sauvignon,187ML,9257463,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1083,41157274140747,41157274140747,Barefoot Cabernet Sauvignon,1.5L,2112225,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1084,42913400029259,41318375686219,Barefoot Cabernet Sauvignon,750ML,2112241,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1085,42913399930955,41157274271819,Barefoot Chardonnay,750ML,2112944,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1086,41318375653451,41318375653451,Barefoot Chardonnay,187ML,9253409,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1087,42913399930955,41318375620683,Barefoot Chardonnay,750ML,2112944,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1088,42913399930955,42913399930955,Barefoot Chardonnay,750ML,2112944,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1089,42913399963723,41157274239051,Barefoot Chardonnay,1.5L,2112928,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1090,42913399832651,41318375587915,Barefoot Pinot Grigio,187ML,9253411,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1091,41157274337355,41157274337355,Barefoot Pinot Grigio,1.5L,9006138,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1092,42913399832651,41157274402891,Barefoot Pinot Grigio,187ML,9253411,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1093,42913399799883,41157274370123,Barefoot Pinot Grigio,750ML,9006139,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1094,42913399799883,41318375555147,Barefoot Pinot Grigio,750ML,9006139,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1095,42913399701579,41157274468427,Barefoot Pinot Noir,750ML,9086348,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1096,42913399701579,41318375489611,Barefoot Pinot Noir,750ML,9086348,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1097,41318375522379,41157274501195,Barefoot Pinot Noir,187ML,9257464,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1098,42913399734347,41157274435659,Barefoot Pinot Noir,1.5L,9096135,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1099,41318375522379,41318375522379,Barefoot Pinot Noir,187ML,9257464,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1100,41157274533963,41157274533963,Barefoot Riesling,1.5L,9089666,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1101,42913399668811,41157274599499,Barefoot Riesling,187ML,9257467,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1102,42913399636043,41318375424075,Barefoot Riesling,750ML,9078178,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1103,42913399636043,41157274566731,Barefoot Riesling,750ML,9078178,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1104,42913399668811,41318375456843,Barefoot Riesling,187ML,9257467,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1105,42913399537739,41318375391307,Barefoot Rose,187ML,9263830,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1106,41157274632267,41157274632267,Barefoot Rose,1.5L,9263829,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1107,42913399504971,41157274665035,Barefoot Rose,750ML,9251933,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1108,42913399537739,41157274697803,Barefoot Rose,187ML,9263830,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1109,42913399504971,41318375358539,Barefoot Rose,750ML,9251933,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1110,42913399406667,41157274763339,Barefoot Sauvignon Blanc,750ML,2113140,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1111,42913399439435,41318375325771,Barefoot Sauvignon Blanc,187ML,3016468,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1112,41157274730571,41157274730571,Barefoot Sauvignon Blanc,1.5L,2113124,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1113,42913399439435,41157274796107,Barefoot Sauvignon Blanc,187ML,3016468,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1114,42913399406667,41318375293003,Barefoot Sauvignon Blanc,750ML,2113140,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1115,41157274861643,41157274861643,Black Box Brilliant Collection Chardonnay,3L,3010087,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1116,41318375260235,41178321289291,Black Box Cabernet Sauvignon Chile,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1117,42913399275595,42913399275595,Black Box Cabernet Sauvignon Chile,3L,9004297,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1118,41318375260235,41318375260235,Black Box Cabernet Sauvignon Chile,500ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1119,42913399275595,41157274894411,Black Box Cabernet Sauvignon Chile,3L,9004297,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1120,41157274927179,41157274927179,Black Box Chardonnay Australia,3L,3010659,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1121,42913399210059,41178321813579,Black Box Chardonnay Australia,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1122,42913399210059,41318375227467,Black Box Chardonnay Australia,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1123,41157274959947,41157274959947,Black Box Merlot,3L,9015876,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1124,42913399111755,41178320175179,Black Box Merlot,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1125,42913399111755,41318375194699,Black Box Merlot,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1126,42913399046219,41157274992715,Black Box Pinot Grigio,3L,9015878,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1127,41318375161931,41178321649739,Black Box Pinot Grigio,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1128,41318375161931,41318375161931,Black Box Pinot Grigio,500ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1129,42913399013451,41178320404555,Black Box Pinot Noir,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1130,42913399013451,41318375129163,Black Box Pinot Noir,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1131,41157275025483,41157275025483,Black Box Pinot Noir,3L,3004081,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1132,41157275058251,41157275058251,Black Box Red Blend,3L,3004082,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1133,42913398947915,41178321518667,Black Box Sauvignon Blanc,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1134,41157275123787,41157275123787,Black Box Sauvignon Blanc,3L,9086524,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1135,42913398947915,41318375096395,Black Box Sauvignon Blanc,500ML,,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1136,41157275156555,41157275156555,Camarena Reposado,375ML,9125228,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1137,42913398915147,41318375063627,Camarena Reposado,750ML,9119539,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1138,41157275222091,41157275222091,Camarena Silver,375ML,9125224,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1139,42913398849611,41157275254859,Camarena Silver,750ML,9042965,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1140,42913398849611,41318375030859,Camarena Silver,750ML,9042965,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1141,41157275287627,41157275287627,Carlo Rossi Burgundy,4L,9009998,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1142,41157275320395,41157275320395,Carlo Rossi Moscato Sangria,4L,9157283,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1143,41157275353163,41157275353163,Carlo Rossi Paisano,4L,9010001,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1144,41157275385931,41157275385931,Carlo Rossi Peach Sangria,750ML,3006865,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1145,41157275418699,41157275418699,Carlo Rossi Pink Moscato Sangria,750ML,9261709,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1146,41157275451467,41157275451467,Carlo Rossi Raspberry Sangria,750ML,3004718,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1147,41157275484235,41157275484235,Carlo Rossi Rhine,4L,9010002,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1148,42913398718539,41318374998091,Carlo Rossi Sangria,750ML,9236102,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1149,42913398718539,41157275942987,Carlo Rossi Sangria,750ML,9236102,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1150,41157275910219,41157275910219,Carlo Rossi Sangria,4L,9010003,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1151,41157275975755,41157275975755,Chum Churum Original Soju,375ML,301491,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1152,41157276008523,41157276008523,Clos du Bois Buttery Chardonnay,750ML,3010050,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1153,41157276041291,41157276041291,Clos du Bois California Cabernet Sauvignon,750ML,3007176,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1154,41157276074059,41157276074059,Clos du Bois California Chardonnay,750ML,3007177,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1155,41157276106827,41157276106827,Condesa Gin Clasica Gin,750ML,3016035,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1156,41157276172363,41157276172363,Dark Horse Cabernet Sauvignon,750ML,9150309,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1157,41157276205131,41157276205131,Dark Horse Chardonnay Buttery California,750ML,3004872,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1158,41157276237899,41157276237899,Dark Horse Double Down Red Blend,750ML,3013773,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1159,41157276270667,41157276270667,Dark Horse Pinot Grigio,750ML,9251936,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1160,41157276303435,41157276303435,Dark Horse Sauvignon Blanc,750ML,9187214,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
