alias_id,variant_id,old_variant_id,historical_product_title,historical_variant_title,historical_sku,match_method,is_current_id,source,notes
1704,41157559746635,41157559746635,Riunite Lambrusco,1.5L,1827328,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1705,42913385316427,41318368542795,Riunite Lambrusco,750ML,1827344,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1706,42913385316427,41157559844939,Riunite Lambrusco,750ML,1827344,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1707,42913385283659,41318368510027,Riunite Lambrusco,187ML,1827385,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1708,42913385250891,41318368477259,Riunite Lambrusco,3L,1827310,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1709,42913385316427,42913385316427,Riunite Lambrusco,750ML,1827344,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1710,41157559877707,41157559877707,Sagamore Spirit Cask Strength Straight Rye,750ML,9252680,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1711,41157559943243,41157559943243,Sagamore Spirit Double Oak Rye Whiskey,750ML,3014907,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1712,41157559976011,41157559976011,Sagamore Spirit Signature Rye Whiskey,750ML,3015407,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1713,42913385119819,41318368444491,Sailor Jerry Spiced Rum,750ML,9001735,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1714,42913385119819,41157560074315,Sailor Jerry Spiced Rum,750ML,9001735,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1715,42913385087051,41318368411723,Sailor Jerry Spiced Rum,1L,9001739,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1716,41157560139851,41157560139851,Santa Margherita Pinot Grigio,750ML,9017207,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1717,41157560139851,41157560139851,Santa Margherita Pinot Grigio Alto Adige,750ML,9017207,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1718,42913384988747,41157560205387,Santa Margherita Prosecco,375ML,3002644,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1719,41157560172619,41157560172619,Santa Margherita Prosecco,750ML,3263873,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1720,42913384890443,41318368378955,Santa Marina Provincia di Pavia Pinot Grigio,750ML,9158275,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1721,42913384890443,41157560270923,Santa Marina Provincia di Pavia Pinot Grigio,750ML,9158275,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1722,41157560238155,41157560238155,Santa Marina Provincia di Pavia Pinot Grigio,1.5L,9158274,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1723,42913384824907,41318368346187,Sazerac 6 Year Rye Whiskey,750ML,9031569,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1724,41157560336459,41157560336459,Sazerac 6 Year Rye Whiskey,1.75L,3007327,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1725,42913384824907,42913384824907,Sazerac 6 Year Rye Whiskey,750ML,9031569,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1726,42913384824907,41157560369227,Sazerac 6 Year Rye Whiskey,750ML,9031569,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1727,42913384693835,41157560467531,Seagram's Extra Smooth Vodka,750ML,3003200,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1728,42913384661067,41318368247883,Seagram's Extra Smooth Vodka,1L,3003220,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1729,42913384661067,41157560434763,Seagram's Extra Smooth Vodka,1L,3003220,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1730,42913384726603,41318368313419,Seagram's Extra Smooth Vodka,1.75L,3003240,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1731,41157560401995,41157560401995,Seagram's Extra Smooth Vodka,375ML,3003216,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1732,42913384693835,41318368280651,Seagram's Extra Smooth Vodka,750ML,3003200,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1733,41157560533067,41157560533067,Seagram's VO Gold Canadian Blended Whisky,1.75L,9000335,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1734,42913384562763,41318368018507,Seagram's VO Gold Canadian Blended Whisky,750ML,9000299,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1735,42913384562763,41157560565835,Seagram's VO Gold Canadian Blended Whisky,750ML,9000299,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1736,41157560631371,41157560631371,Shades of Blue Riesling,1.5L,3003618,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1737,41157560696907,41157560696907,Smoke Lab Classic Vodka,750ML,3012192,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1738,41157560762443,41157560762443,Smoke Lab Vodka Saffron Flavored Vodka,750ML,3013450,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1739,42913384366155,41157560959051,Southern Comfort,750ML,9013616,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1740,42913384300619,42913384300619,Southern Comfort Whiskey,100ML,9180599,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1741,41318367920203,41157560926283,Southern Comfort,50ML,9013615,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1742,42913384300619,41157560860747,Southern Comfort,100ML,9180599,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1743,42913384431691,41157560827979,Southern Comfort,1.75L,9140276,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1744,42913384431691,41318367821899,Southern Comfort,1.75L,9140276,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1745,42913384300619,41318367854667,Southern Comfort,100ML,9180599,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1746,42913384398923,41157560795211,Southern Comfort Whiskey,1L,20339,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1747,42913384333387,41318367887435,Southern Comfort Whiskey,375ML,20362,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1748,41318367920203,41318367920203,Southern Comfort Whiskey,50ML,9013615,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1749,41318367920203,41318367920203,Southern Comfort,50ML,9013615,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1750,42913384333387,41318367887435,Southern Comfort,375ML,20362,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1751,42913384398923,41157560795211,Southern Comfort,1L,20339,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1752,42913384431691,41318367821899,Southern Comfort Whiskey,1.75L,9140276,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1753,42913384366155,41318367952971,Southern Comfort,750ML,9013616,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1754,42913384300619,41318367854667,Southern Comfort Whiskey,100ML,9180599,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1755,42913384169547,41318367789131,Southern Comfort 100 Proof,375ML,9107312,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1756,42913384202315,41157560991819,Southern Comfort 100 Proof,750ML,20644,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1757,41318367723595,41318367723595,Southern Comfort 100 Proof,50ML,9013624,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1758,42913384136779,41318367756363,Southern Comfort 100 Proof,200ML,9100882,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1759,41318367723595,41157561057355,Southern Comfort 100 Proof,50ML,9013624,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1760,42913384104011,41809641439307,Southern Comfort 100 Proof,100ML,20644,Product ID + title,0,historical_detail_2024-11-01_to_2026-07-22,
1761,42913384235083,41318367690827,Southern Comfort 100 Proof,1.75L,9140275,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1762,41157561188427,41157561188427,St. Francis Chardonnay Buttery Sonoma County,750ML,3015175,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1763,41157561188427,41157561188427,St. Francis Chardonnay Sonoma County,750ML,3015175,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1764,41157561221195,41157561221195,St. Francis Sonoma County Cabernet Sauvignon,750ML,3014870,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1765,41157561286731,41157561286731,St. Francis Sonoma County Zinfandel,750ML,3015441,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1766,41157561352267,41157561352267,Templeton 4 Year Old Rye Whiskey,750ML,3003251,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1767,41157561352267,41157561352267,Templeton Straight Rye,750ML,3003251,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1768,41157561385035,41157561385035,Templeton 6 Year Old Rye Whiskey,750ML,3003255,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1769,42913383448651,41157561483339,Tequila Rose Strawberry Cream Liqueur,200ML,494971,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1770,41157561450571,41157561450571,Tequila Rose Strawberry Cream Liqueur,1L,494930,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1771,42913383514187,41318367658059,Tequila Rose Strawberry Cream Liqueur,750ML,494948,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1772,42913383481419,41318367625291,Tequila Rose Strawberry Cream Liqueur,50ML,9026311,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1773,42913383514187,41157561548875,Tequila Rose Strawberry Cream Liqueur,750ML,494948,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1774,42913383448651,41318367592523,Tequila Rose Strawberry Cream Liqueur,200ML,494971,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1775,42913383481419,41157561516107,Tequila Rose Strawberry Cream Liqueur,50ML,9026311,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1776,42913383448651,42913383448651,Tequila Rose Strawberry Cream Liqueur,200ML,494971,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1777,41157561614411,41157561614411,The Balvenie Caribbean Cask 14Yrs Single Malt,750ML,9115429,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1778,41157561647179,41157561647179,The Balvenie DoubleWood 12Yrs Single Malt,750ML,9008692,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1779,41157561778251,41157561778251,The Simple Grape Pinot Grigio,750ML,3016157,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1780,41157561811019,41157561811019,Three Chord Bourbon Strange Collaboration,750ML,3006410,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1781,42913383284811,41157561942091,Three Olives Cherry Vodka,50ML,3012889,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1782,42913383317579,42913383317579,Three Olives Cherry Vodka,1L,3012887,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1783,42913383317579,41157561974859,Three Olives Cherry Vodka,1L,3012887,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1784,42913383317579,41318367494219,Three Olives Cherry Vodka,1L,3012887,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1785,41157561909323,41157561909323,Three Olives Cherry Vodka,1.75L,3012885,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1786,42913383284811,41318367461451,Three Olives Cherry Vodka,50ML,3012889,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1787,41157562007627,41157562007627,Three Olives Vanilla Vodka,1L,3012880,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1788,42913383153739,41157562171467,Three Olives Grape Vodka,1L,3012892,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1789,42913383153739,41318367428683,Three Olives Grape Vodka,1L,3012892,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1790,42913383120971,42913383120971,Three Olives Grape Vodka,50ML,3012894,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1791,41157562105931,41157562105931,Three Olives Grape Vodka,1.75L,3012890,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1792,42913383120971,41157562138699,Three Olives Grape Vodka,50ML,3012894,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1793,42913383120971,41318367395915,Three Olives Grape Vodka,50ML,3012894,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1794,42913383055435,41318367363147,Three Olives Naked Vodka,50ML,9183886,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1795,42913383022667,41157562237003,Three Olives Naked Vodka,1L,194035,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1796,41157562204235,41157562204235,Three Olives Naked Vodka,1.75L,194027,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1797,42913383055435,41157562269771,Three Olives Naked Vodka,50ML,9183886,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1798,42913383022667,41318367330379,Three Olives Naked Vodka,1L,194035,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1799,42913382924363,41318367297611,Traveller Whiskey Blend No. 40,750ML,3014877,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1800,41157562335307,41157562335307,Traveller Whiskey Blend No. 40,1.75L,3016558,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1801,42913382924363,41157562368075,Traveller Whiskey Blend No. 40,750ML,3014877,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1802,42913382826059,41157562433611,Tullamore D.E.W. Irish Whisky,1.75L,9027858,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1803,42913382760523,41157562564683,Tullamore D.E.W. Irish Whisky,750ML,9027862,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1804,42913382793291,41157562531915,Tullamore D.E.W. Irish Whisky,1L,9088152,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1805,42913382793291,42913382793291,Tullamore D.E.W. Irish Whisky,1L,9088152,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1806,41157562499147,41157562499147,Tullamore D.E.W. Irish Whisky,50ML,9027861,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1807,42913382727755,41157562466379,Tullamore D.E.W. Irish Whisky,375ML,9251401,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1808,41318367232075,41157562630219,Wheatley Handcrafted Vodka,1L,3001066,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1809,41318367232075,41318367232075,Wheatley Handcrafted Vodka,1L,3001066,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1810,42913382662219,41318367264843,Wheatley Handcrafted Vodka,1.75L,3002046,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1811,42913382662219,41157562662987,Wheatley Handcrafted Vodka,1.75L,3002046,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1812,41157562695755,41157562695755,Yamato Small Batch Japanese Whisky,750ML,3001344,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1813,41157562695755,41157562695755,Yamato Japanese Whisky,750ML,3001344,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1814,41157726928971,41157726928971,19 Crimes Cabernet Sauvignon,750ML,9185754,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1815,41157726961739,41157726961739,19 Crimes Hard Chardonnay,750ML,9271311,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1816,41157726994507,41157726994507,19 Crimes Red Blend,750ML,9158771,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1817,41157727027275,41157727027275,19 Crimes Shiraz,750ML,3000267,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1818,41157727060043,41157727060043,19 Crimes Snoop Dogg Cali Red,750ML,3005791,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1819,41157727125579,41157727125579,19 Crimes The Punishment Pinot Noir,750ML,3001093,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1820,41157727158347,41157727158347,19 Crimes The Uprising Red Blend,750ML,9258871,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1821,41157727191115,41157727191115,Beringer Bros. Bourbon Barrel Cabernet,750ML,3015512,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1822,41157727223883,41157727223883,Castello del Poggio Moscato,750ML,3003105,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1823,42913382367307,41318367068235,Cavaliere d'Oro Pinot Grigio delle Venezie,750ML,3002261,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1824,41157727256651,41157727256651,Cavaliere d'Oro Pinot Grigio delle Venezie,1.5L,3002262,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1825,42913382367307,41318367068235,Gabbiano Pinot Grigio,750ML,3002261,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1826,41157727256651,41157727256651,Gabbiano Pinot Grigio,1.5L,3002262,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1827,42913382367307,41157727289419,Cavaliere d'Oro Pinot Grigio delle Venezie,750ML,3002261,SKU + title,0,historical_detail_2024-11-01_to_2026-07-22,
1828,41157727322187,41157727322187,Chambord,700ML,3012867,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1829,41157727354955,41157727354955,DAOU Cabernet Sauvignon,750ML,3015479,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
1830,41157727387723,41157727387723,Dough Ball Birthday Cake Whiskey,750ML,,Current variant ID,1,historical_detail_2024-11-01_to_2026-07-22,
